PRODUCT ID,CHAIR TYPE,WOOD,LENGTH(INCHES),WIDTH(INCHES),HEIGHT(INCHES),WOOD PRICE(PER CUBIC),QUANTITY OF WOOD USED(IN CUBIC),LABOUR CHARGE,PRICE
VKY393,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1724,8924
JUI634,DINING CHAIR,MAHAGONY,34,18,16,800,2,727,2327
LGR451,BAR CHAIR,TEAK,18,18,28,1400,1.5,507,2607
QXG115,ROCKING CHAIR,TEAK,25,25,45,1400,3,1466,5666
RPX621,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,675,4275
QFC592,BAR CHAIR,ACACIA,18,18,28,800,1.5,650,1850
JHK858,DINING CHAIR,TEAK,34,18,16,1400,2,684,3484
FEE347,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1341,8541
ZDM131,ARM CHAIR,TEAK,35,35,36,1400,3,2089,6289
BNW809,RECLINER CHAIR,TEAK,48,26,28,1400,3,1994,6194
YPB598,RECLINER CHAIR,TEAK,48,26,28,1400,3,1903,6103
NMG773,ARM CHAIR,MAHAGONY,35,35,36,800,3,1607,4007
DYM710,ARM CHAIR,MAHAGONY,35,35,36,800,3,1746,4146
LSY494,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,930,2930
MRX554,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,573,1773
TLN587,RECLINER CHAIR,ACACIA,48,26,28,800,3,1981,4381
CPV218,BAR CHAIR,TEAK,18,18,28,1400,1.5,617,2717
LZY541,ROCKING CHAIR,TEAK,25,25,45,1400,3,1520,5720
AAJ434,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1086,3086
HOB108,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2094,9294
TOQ838,ARM CHAIR,TEAK,35,35,36,1400,3,1536,5736
DBY965,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1724,4124
DEV873,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,632,4232
IRG274,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1674,8874
KDI970,BAR CHAIR,TEAK,18,18,28,1400,1.5,613,2713
DYL751,ROCKING CHAIR,ACACIA,25,25,45,800,3,1337,3737
VMK441,BAR CHAIR,TEAK,18,18,28,1400,1.5,602,2702
PLV692,DINING CHAIR,MAHAGONY,34,18,16,800,2,654,2254
AZU572,ROCKING CHAIR,TEAK,25,25,45,1400,3,1377,5577
ATM967,ROCKING CHAIR,TEAK,25,25,45,1400,3,1496,5696
AIP436,BAR CHAIR,TEAK,18,18,28,1400,1.5,539,2639
ISJ967,ARM CHAIR,TEAK,35,35,36,1400,3,1678,5878
WFY741,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1289,3689
PWK980,BAR CHAIR,ACACIA,18,18,28,800,1.5,551,1751
BES650,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1552,8752
HVH964,ARM CHAIR,TEAK,35,35,36,1400,3,1773,5973
BMQ677,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1346,3746
GVM982,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,678,4278
FSX891,ARM CHAIR,MAHAGONY,35,35,36,800,3,1904,4304
RAN461,ROCKING CHAIR,ACACIA,25,25,45,800,3,1589,3989
MCW393,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1930,4330
FXX361,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,691,4291
DXP336,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2129,9329
YRO458,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,513,1713
CQO662,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1215,3615
FRV197,ARM CHAIR,ACACIA,35,35,36,800,3,1956,4356
LMN176,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1261,8461
UTX334,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,770,5570
EKF317,BAR CHAIR,ACACIA,18,18,28,800,1.5,652,1852
DZW595,DINING CHAIR,TEAK,34,18,16,1400,2,765,3565
KUO785,RECLINER CHAIR,ACACIA,48,26,28,800,3,1785,4185
GVN952,ARM CHAIR,TEAK,35,35,36,1400,3,1638,5838
YGU374,ARM CHAIR,ACACIA,35,35,36,800,3,1520,3920
MEJ340,DINING CHAIR,TEAK,34,18,16,1400,2,541,3341
HHV150,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,627,5427
FZX879,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1550,8750
BJB640,DINING CHAIR,ACACIA,34,18,16,800,2,799,2399
IQN285,ARM CHAIR,MAHAGONY,35,35,36,800,3,1915,4315
VIU621,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1339,3739
KMA279,ROCKING CHAIR,ACACIA,25,25,45,800,3,1485,3885
CRF750,RECLINER CHAIR,TEAK,48,26,28,1400,3,1741,5941
HEL809,BAR CHAIR,TEAK,18,18,28,1400,1.5,617,2717
ZSR147,ARM CHAIR,ACACIA,35,35,36,800,3,1631,4031
JLT183,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1751,8951
BMW297,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1720,4120
UCB812,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,678,1878
UGI293,DINING CHAIR,MAHAGONY,34,18,16,800,2,736,2336
UGS559,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1013,3013
BNA401,ARM CHAIR,MAHAGONY,35,35,36,800,3,2158,4558
EHH765,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,595,4195
XOR415,ARM CHAIR,ACACIA,35,35,36,800,3,1619,4019
RXG600,RECLINER CHAIR,ACACIA,48,26,28,800,3,1946,4346
SMJ967,ARM CHAIR,ACACIA,35,35,36,800,3,2161,4561
IDY634,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1710,8910
YPP212,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1804,4204
ETU665,ARM CHAIR,MAHAGONY,35,35,36,800,3,1706,4106
UYT872,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1187,4687
AKS837,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1830,9030
XPA917,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1720,8920
ZVR332,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,914,2914
LQE824,DINING CHAIR,TEAK,34,18,16,1400,2,530,3330
HJE461,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,692,5492
ODV567,DINING CHAIR,MAHAGONY,34,18,16,800,2,513,2113
TOJ517,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1160,3160
QFI316,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,924,6924
XUJ342,BAR CHAIR,ACACIA,18,18,28,800,1.5,576,1776
LJU967,BAR CHAIR,ACACIA,18,18,28,800,1.5,637,1837
HZV154,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,507,5307
KZO564,ARM CHAIR,MAHAGONY,35,35,36,800,3,1929,4329
BVK766,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,546,4146
FZU141,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,680,4280
DBE529,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1625,8825
NME783,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1998,9198
ZZL198,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1165,3165
FOA755,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1837,4237
TVJ719,BAR CHAIR,ACACIA,18,18,28,800,1.5,577,1777
ARQ843,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1009,3009
UWZ594,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,688,4288
HAZ752,ARM CHAIR,MAHAGONY,35,35,36,800,3,1999,4399
PCP363,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1443,8643
VFY696,DINING CHAIR,ACACIA,34,18,16,800,2,778,2378
QHF699,RECLINER CHAIR,ACACIA,48,26,28,800,3,1748,4148
AGE796,ARM CHAIR,MAHAGONY,35,35,36,800,3,1709,4109
PYC835,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,655,4255
RNJ835,RECLINER CHAIR,ACACIA,48,26,28,800,3,1700,4100
TTW229,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1493,3893
JQZ506,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1139,7139
EQW484,BAR CHAIR,TEAK,18,18,28,1400,1.5,514,2614
FQR617,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1092,7092
OTB107,BAR CHAIR,TEAK,18,18,28,1400,1.5,563,2663
AUG418,DINING CHAIR,TEAK,34,18,16,1400,2,536,3336
ETB665,ARM CHAIR,TEAK,35,35,36,1400,3,2147,6347
EFF837,BAR CHAIR,TEAK,18,18,28,1400,1.5,699,2799
EMK941,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1926,4326
JAU958,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1038,3038
XDQ871,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2147,9347
EMS685,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,522,4122
JUW637,ROCKING CHAIR,TEAK,25,25,45,1400,3,1310,5510
KNM615,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1071,3071
ZSK468,ARM CHAIR,MAHAGONY,35,35,36,800,3,1637,4037
RKZ544,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1035,7035
VUS773,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,637,5437
NKZ906,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,591,5391
ZNP464,DINING CHAIR,ACACIA,34,18,16,800,2,720,2320
QGC624,RECLINER CHAIR,TEAK,48,26,28,1400,3,1842,6042
ZYR649,DINING CHAIR,TEAK,34,18,16,1400,2,571,3371
JBB766,DINING CHAIR,MAHAGONY,34,18,16,800,2,665,2265
PAK949,ROCKING CHAIR,ACACIA,25,25,45,800,3,1305,3705
JOB799,RECLINER CHAIR,TEAK,48,26,28,1400,3,1927,6127
QQZ411,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,983,4483
GXS335,ROCKING CHAIR,TEAK,25,25,45,1400,3,1331,5531
BXJ247,ROCKING CHAIR,ACACIA,25,25,45,800,3,1404,3804
NNN746,RECLINER CHAIR,TEAK,48,26,28,1400,3,1820,6020
ALK511,ARM CHAIR,MAHAGONY,35,35,36,800,3,1808,4208
ECX255,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,554,4154
LXN208,DINING CHAIR,TEAK,34,18,16,1400,2,742,3542
KCZ729,DINING CHAIR,ACACIA,34,18,16,800,2,798,2398
AVJ507,ROCKING CHAIR,TEAK,25,25,45,1400,3,1410,5610
CAG677,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1142,7142
GTR379,ARM CHAIR,ACACIA,35,35,36,800,3,1963,4363
JNB681,RECLINER CHAIR,TEAK,48,26,28,1400,3,1880,6080
CGF706,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,900,4400
ELJ857,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1376,3776
QFR745,RECLINER CHAIR,TEAK,48,26,28,1400,3,1957,6157
JCH491,DINING CHAIR,MAHAGONY,34,18,16,800,2,565,2165
GLL927,ARM CHAIR,TEAK,35,35,36,1400,3,2187,6387
VTQ864,ROCKING CHAIR,ACACIA,25,25,45,800,3,1286,3686
CWY956,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,697,4297
VFZ979,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1962,9162
BWS423,ARM CHAIR,ACACIA,35,35,36,800,3,1670,4070
DQD139,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1962,9162
RRR231,RECLINER CHAIR,ACACIA,48,26,28,800,3,1885,4285
URW362,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1586,8786
WFU143,BAR CHAIR,ACACIA,18,18,28,800,1.5,525,1725
JCP921,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1285,3685
MQV967,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,953,2953
LDU427,DINING CHAIR,ACACIA,34,18,16,800,2,724,2324
TDL765,ROCKING CHAIR,ACACIA,25,25,45,800,3,1273,3673
LLL735,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,958,2958
JMQ126,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,620,4220
XPO966,BAR CHAIR,ACACIA,18,18,28,800,1.5,557,1757
XMU835,BAR CHAIR,ACACIA,18,18,28,800,1.5,653,1853
DVQ144,ARM CHAIR,MAHAGONY,35,35,36,800,3,1540,3940
MSX589,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1748,8948
JQM780,ROCKING CHAIR,ACACIA,25,25,45,800,3,1467,3867
URU497,BAR CHAIR,TEAK,18,18,28,1400,1.5,641,2741
QOE909,RECLINER CHAIR,TEAK,48,26,28,1400,3,1990,6190
JRL809,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1011,3011
KJR263,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,669,4269
VWM294,ROCKING CHAIR,ACACIA,25,25,45,800,3,1221,3621
LEA684,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1119,4619
AWN415,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1972,9172
IME936,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,663,4263
APP167,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1026,4526
CWN654,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,971,2971
YGE783,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1931,4331
WHS289,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1813,9013
EDI619,ROCKING CHAIR,TEAK,25,25,45,1400,3,1527,5727
JHZ313,BAR CHAIR,ACACIA,18,18,28,800,1.5,664,1864
VGB770,BAR CHAIR,TEAK,18,18,28,1400,1.5,539,2639
IPG525,RECLINER CHAIR,ACACIA,48,26,28,800,3,1836,4236
EKY252,ROCKING CHAIR,TEAK,25,25,45,1400,3,1503,5703
RYE112,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1480,3880
YEQ814,ROCKING CHAIR,TEAK,25,25,45,1400,3,1356,5556
HIM963,ARM CHAIR,TEAK,35,35,36,1400,3,1908,6108
THN291,BAR CHAIR,ACACIA,18,18,28,800,1.5,627,1827
DSG903,DINING CHAIR,MAHAGONY,34,18,16,800,2,710,2310
ODQ276,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,652,5452
RBQ484,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1068,7068
MVL531,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1449,8649
GGK565,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,647,1847
NCQ321,RECLINER CHAIR,ACACIA,48,26,28,800,3,1965,4365
ONT561,RECLINER CHAIR,TEAK,48,26,28,1400,3,1934,6134
VGH329,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1014,3014
TUO118,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,509,1709
QYU631,RECLINER CHAIR,ACACIA,48,26,28,800,3,1865,4265
PRX291,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1811,4211
UMK293,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1286,3686
BHX327,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1705,4105
SBB312,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1904,4304
HGR397,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1559,8759
SDB228,DINING CHAIR,TEAK,34,18,16,1400,2,790,3590
FOJ251,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1486,8686
BUN580,ROCKING CHAIR,TEAK,25,25,45,1400,3,1268,5468
ZHT568,ROCKING CHAIR,ACACIA,25,25,45,800,3,1224,3624
JOM456,DINING CHAIR,ACACIA,34,18,16,800,2,719,2319
VDR979,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1072,4572
UKD609,ARM CHAIR,MAHAGONY,35,35,36,800,3,1995,4395
HYR910,BAR CHAIR,ACACIA,18,18,28,800,1.5,634,1834
PNW953,ARM CHAIR,TEAK,35,35,36,1400,3,1789,5989
KNI868,DINING CHAIR,TEAK,34,18,16,1400,2,740,3540
LGJ406,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,504,1704
LRX277,DINING CHAIR,TEAK,34,18,16,1400,2,733,3533
FHJ148,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1989,4389
WMI954,ARM CHAIR,TEAK,35,35,36,1400,3,1527,5727
JVE721,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1804,9004
OSO270,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1064,3064
YRY818,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1750,8950
FBN871,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1133,3133
TSP923,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1976,4376
YAJ167,ARM CHAIR,MAHAGONY,35,35,36,800,3,1653,4053
HQA800,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1848,9048
VUN801,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,552,1752
EWY293,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1187,3187
YPR446,ARM CHAIR,MAHAGONY,35,35,36,800,3,1868,4268
NRE936,ARM CHAIR,TEAK,35,35,36,1400,3,1638,5838
GXB247,BAR CHAIR,ACACIA,18,18,28,800,1.5,568,1768
HYJ459,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1031,7031
TZI150,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1253,8453
HKL286,BAR CHAIR,INDIAN ROSEWOOD,18,18,28,2400,1.5,598,4198
PWZ101,RECLINER CHAIR,TEAK,48,26,28,1400,3,1935,6135
RPQ394,DINING CHAIR,MAHAGONY,34,18,16,800,2,694,2294
OTC601,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,655,1855
FON477,RECLINER CHAIR,ACACIA,48,26,28,800,3,1843,4243
OVR711,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1201,3601
MJM279,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,1157,3157
VRT429,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1037,3037
UQP550,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,547,1747
MNO837,DINING CHAIR,MAHAGONY,34,18,16,800,2,552,2152
GOX571,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1177,3177
FPZ130,ARM CHAIR,MAHAGONY,35,35,36,800,3,2144,4544
RZK537,ROCKING CHAIR,TEAK,25,25,45,1400,3,1527,5727
MUC355,BAR CHAIR,ACACIA,18,18,28,800,1.5,655,1855
WYM924,BAR CHAIR,TEAK,18,18,28,1400,1.5,555,2655
QOW561,ROCKING CHAIR,ACACIA,25,25,45,800,3,1315,3715
XGL909,RECLINER CHAIR,ACACIA,48,26,28,800,3,1993,4393
HYE339,ROCKING CHAIR,TEAK,25,25,45,1400,3,1414,5614
WEE277,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1298,8498
TDS987,DINING CHAIR,TEAK,34,18,16,1400,2,603,3403
VKG522,DINING CHAIR,TEAK,34,18,16,1400,2,773,3573
MYZ943,BAR CHAIR,TEAK,18,18,28,1400,1.5,616,2716
MAE113,ROCKING CHAIR,ACACIA,25,25,45,800,3,1345,3745
IDD462,DINING CHAIR,MAHAGONY,34,18,16,800,2,778,2378
DDM515,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2078,9278
XYT305,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1203,3603
UUZ171,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,986,2986
DAH615,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,988,2988
QRU374,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1332,3732
YDL775,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,756,5556
MPU592,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1174,3174
PJY215,ARM CHAIR,MAHAGONY,35,35,36,800,3,2049,4449
TZD916,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1175,3175
FML646,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1866,9066
ODQ246,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1050,3050
BSW606,ROCKING CHAIR,ACACIA,25,25,45,800,3,1232,3632
WAQ980,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,503,5303
OBH199,ARM CHAIR,MAHAGONY,35,35,36,800,3,1815,4215
CXK318,RECLINER CHAIR,INDIAN ROSEWOOD,48,26,28,2400,3,1780,8980
GXZ953,RECLINER CHAIR,TEAK,48,26,28,1400,3,1837,6037
PHO607,RECLINER CHAIR,ACACIA,48,26,28,800,3,1785,4185
KBU389,DINING CHAIR,TEAK,34,18,16,1400,2,756,3556
ZXZ236,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,912,2912
PDO138,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1459,8659
LMH757,RECLINER CHAIR,TEAK,48,26,28,1400,3,1988,6188
IWJ470,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,2185,9385
FWP427,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1380,8580
LCW288,DINING CHAIR,TEAK,34,18,16,1400,2,519,3319
CNY802,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,700,5500
FJF736,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,517,5317
FHK392,BAR CHAIR,ACACIA,18,18,28,800,1.5,537,1737
UTQ383,ROCKING CHAIR,TEAK,25,25,45,1400,3,1407,5607
DRD113,DINING CHAIR,ACACIA,34,18,16,800,2,524,2124
HFU171,DINING CHAIR,MAHAGONY,34,18,16,800,2,763,2363
UMI436,BAR CHAIR,ACACIA,18,18,28,800,1.5,516,1716
XKD835,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1074,4574
HVS299,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1221,3621
RZH898,ROCKING CHAIR,TEAK,25,25,45,1400,3,1542,5742
XYM573,ARM CHAIR,TEAK,35,35,36,1400,3,1659,5859
ZYH124,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,736,5536
SXD582,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1430,3830
UBE858,ARM CHAIR,ACACIA,35,35,36,800,3,1990,4390
MHZ293,RECLINER CHAIR,ACACIA,48,26,28,800,3,1751,4151
PTE605,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1798,8998
HTZ368,ARM CHAIR,INDIAN ROSEWOOD,35,35,36,2400,3,1873,9073
SKA342,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,924,4424
VJX374,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1555,3955
DVV505,BAR CHAIR,ACACIA,18,18,28,800,1.5,590,1790
YYH685,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1144,4644
AMH428,ROCKING CHAIR,ACACIA,25,25,45,800,3,1218,3618
NGU855,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1467,8667
QUO470,DINING CHAIR,ACACIA,34,18,16,800,2,571,2171
KHY114,ARM CHAIR,MAHAGONY,35,35,36,800,3,1955,4355
BQA902,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1054,4554
YSM561,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,605,5405
YGT408,LOUNGE CHAIR,TEAK,37,35,40,1400,2.5,1196,4696
KZL853,ARM CHAIR,MAHAGONY,35,35,36,800,3,1560,3960
ZMC986,DINING CHAIR,TEAK,34,18,16,1400,2,578,3378
ASN158,BAR CHAIR,TEAK,18,18,28,1400,1.5,570,2670
ARJ612,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1020,3020
ZVG675,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1124,3124
WQH325,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1368,3768
QFC793,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1378,8578
JYJ359,DINING CHAIR,ACACIA,34,18,16,800,2,671,2271
LTE400,ARM CHAIR,MAHAGONY,35,35,36,800,3,1914,4314
QAO978,BAR CHAIR,ACACIA,18,18,28,800,1.5,649,1849
UCE715,ARM CHAIR,MAHAGONY,35,35,36,800,3,2013,4413
PBT133,LOUNGE CHAIR,MAHAGONY,37,35,40,800,2.5,948,2948
BDR598,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,549,1749
KZH114,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,696,1896
HFS325,DINING CHAIR,ACACIA,34,18,16,800,2,734,2334
NZF641,ROCKING CHAIR,ACACIA,25,25,45,800,3,1388,3788
IUU540,ROCKING CHAIR,ACACIA,25,25,45,800,3,1498,3898
YFZ392,DINING CHAIR,TEAK,34,18,16,1400,2,620,3420
AZA873,RECLINER CHAIR,MAHAGONY,48,26,28,800,3,1964,4364
YTE142,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,941,6941
HQL366,DINING CHAIR,TEAK,34,18,16,1400,2,682,3482
VVY346,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,906,2906
GWB563,DINING CHAIR,TEAK,34,18,16,1400,2,722,3522
RGM157,ARM CHAIR,TEAK,35,35,36,1400,3,1531,5731
EPS963,ARM CHAIR,TEAK,35,35,36,1400,3,2097,6297
CFO101,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,696,1896
NFP489,BAR CHAIR,ACACIA,18,18,28,800,1.5,699,1899
YIH870,BAR CHAIR,ACACIA,18,18,28,800,1.5,609,1809
MSC181,RECLINER CHAIR,ACACIA,48,26,28,800,3,1735,4135
DLK359,BAR CHAIR,TEAK,18,18,28,1400,1.5,623,2723
UJM446,RECLINER CHAIR,TEAK,48,26,28,1400,3,1845,6045
TQI549,ROCKING CHAIR,MAHAGONY,25,25,45,800,3,1466,3866
XCE307,DINING CHAIR,INDIAN ROSEWOOD,34,18,16,2400,2,589,5389
QRZ730,LOUNGE CHAIR,ACACIA,37,35,40,800,2.5,1095,3095
EEX648,RECLINER CHAIR,ACACIA,48,26,28,800,3,1712,4112
QGH815,ARM CHAIR,MAHAGONY,35,35,36,800,3,1705,4105
BQC542,ROCKING CHAIR,INDIAN ROSEWOOD,25,25,45,2400,3,1280,8480
OTQ303,LOUNGE CHAIR,INDIAN ROSEWOOD,37,35,40,2400,2.5,1190,7190
QZN948,DINING CHAIR,TEAK,34,18,16,1400,2,673,3473
PMI424,BAR CHAIR,MAHAGONY,18,18,28,800,1.5,670,1870
